,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
10012,25064,63,M,0.0,75,41445,1,0,Own,85050,3/22/2016,Tuesday,Parking Lot,0,1.0,95,Phone,1,5927.000476,6.0,Large,19778.51174,silver,12811.76676
4875,12253,42,F,0.0,76,37371,0,1,Rent,50025,4/27/2015,Monday,Parking Lot,0,0.0,44,Phone,1,2797.231248,6.0,Large,34789.969860000005,silver,34227.33426
9365,23495,65,M,1.0,97,41745,0,0,Rent,85012,7/18/2016,Monday,Highway,0,1.0,93,Broker,0,5787.124118,6.0,Compact,9811.491349,gray,7346.546146
2296,5745,34,M,0.0,90,35260,1,1,Own,85025,5/30/2016,Monday,Local,0,0.0,92,Broker,1,5924.229412,5.0,Medium,33519.00131,other,28532.5816
9710,24340,49,M,1.0,74,38916,1,1,Own,80047,9/29/2015,Tuesday,Parking Lot,0,0.0,10,Broker,1,5395.362838,7.0,Medium,32481.22902,black,26486.54265
10868,27187,32,M,1.0,81,34660,0,0,Rent,15054,4/8/2015,Wednesday,Local,0,0.0,72,Phone,1,5065.992072,3.0,Large,20285.43093,blue,25747.951
8042,20168,59,F,1.0,84,40770,1,0,Rent,20151,4/11/2015,Saturday,Local,0,0.0,98,Broker,0,3843.233031,8.0,Large,25066.54647,white,7452.831991
239,585,49,F,1.0,52,38923,1,1,Own,15003,2/26/2015,Thursday,Parking Lot,0,0.0,56,Broker,0,1878.696928,6.0,Medium,17839.48604,silver,19545.52619
7058,17697,28,F,1.0,77,33315,1,0,Rent,85034,12/19/2015,Saturday,Highway,1,0.0,51,Online,1,4587.619663,9.0,Large,18791.09726,silver,33836.179430000004
4758,11971,48,M,0.0,82,38701,1,1,Own,80002,2/20/2015,Friday,Local,0,1.0,47,Broker,1,5885.307846,8.0,Large,24706.41932,silver,16250.75346
8369,20989,32,M,1.0,57,34658,1,1,Own,20137,11/7/2016,Monday,Local,0,0.0,5,Online,1,5276.117698,9.0,Medium,20057.5528,white,23381.81068
3930,9927,31,F,1.0,68,34355,0,1,Own,80106,8/16/2015,Sunday,Highway,0,0.0,33,Phone,0,4430.139279999999,2.0,Medium,10180.80473,silver,24157.8665
9006,22570,31,M,1.0,83,34353,0,0,Own,80015,10/2/2015,Friday,Local,0,0.0,1,Phone,0,3965.364945,2.0,Compact,15319.42075,other,39783.3345
1770,4423,44,F,1.0,76,37837,1,1,Own,85023,8/6/2016,Saturday,Local,1,0.0,96,Broker,1,2626.959931,5.0,Medium,28230.12402,black,43220.25523
9136,22905,35,M,1.0,96,35560,1,0,Own,85015,9/13/2015,Sunday,Local,0,0.0,17,Broker,0,4592.046151,9.0,Medium,28918.820410000004,red,9466.154447
6671,16714,37,F,1.0,86,36095,1,0,Own,80003,3/3/2016,Thursday,Local,0,0.0,48,Phone,0,3790.318784000001,5.0,Compact,23654.90725,white,11476.15682
4424,11176,54,M,1.0,91,39898,1,0,Rent,85070,2/23/2016,Tuesday,Highway,3,0.0,47,Broker,1,5234.417004999999,9.0,Large,17580.000030000003,other,15745.65446
3881,9797,65,F,0.0,56,41734,1,1,Own,15003,10/23/2016,Sunday,Local,0,0.0,50,Broker,0,5968.174593,4.0,Medium,16352.38682,silver,11403.21402
5958,14944,61,F,0.0,81,41098,1,1,Rent,80106,11/10/2016,Thursday,Parking Lot,0,0.0,73,Phone,1,4530.318440999999,6.0,Compact,25374.733180000003,other,8601.484345
2405,6002,79,F,1.0,57,43688,1,0,Own,15021,1/14/2016,Thursday,Local,1,0.0,94,Broker,1,5117.229432,3.0,Large,35988.675039999995,red,46577.13595
11575,28916,45,F,1.0,62,38076,1,1,Own,85012,7/29/2015,Wednesday,Local,0,0.0,9,Phone,0,3871.416661,4.0,Large,33240.04978,red,23266.14186
10697,26736,26,M,1.0,83,32568,1,0,Rent,20103,7/5/2016,Tuesday,Local,2,0.0,99,Online,0,3292.414649,5.0,Compact,19166.92208,blue,7792.548373
9188,23073,36,M,0.0,85,35827,1,1,Rent,80022,12/27/2015,Sunday,Local,0,0.0,45,Broker,0,4149.205235,4.0,Compact,42693.23929,white,28724.73114
250,625,28,F,0.0,82,33316,1,0,Rent,20148,5/20/2016,Friday,Local,1,1.0,50,Online,1,4400.013027,4.0,Medium,14639.42561,black,21869.02522
9758,24473,38,M,1.0,54,36378,0,1,Own,85078,8/20/2015,Thursday,Parking Lot,0,0.0,23,Phone,1,3668.139867,9.0,Compact,32520.05847,other,33876.523760000004
5322,13391,50,M,0.0,76,39106,1,1,Rent,85019,9/26/2015,Saturday,Parking Lot,0,0.0,11,Phone,0,2497.000631,5.0,Medium,17615.62635,blue,37644.36947
6609,16573,49,F,1.0,88,38907,0,1,Own,15021,1/12/2015,Monday,Local,0,0.0,6,Broker,1,8047.697126999999,5.0,Compact,14819.38197,red,19633.72966
1521,3827,34,M,1.0,75,35264,1,0,Rent,85037,10/25/2015,Sunday,Parking Lot,0,0.0,100,Phone,0,4177.137371,5.0,Large,28283.95142,white,21983.15159
8668,21728,44,M,1.0,91,37846,1,0,Own,20104,9/15/2016,Thursday,Local,0,0.0,0,Online,1,5897.356176,2.0,Compact,9660.936137,other,15461.30181
11758,29354,47,M,0.0,48,38501,0,1,Own,20122,11/1/2015,Sunday,Local,0,1.0,50,Phone,0,3773.595203,5.0,Large,9726.138013,gray,15113.8943
9045,22658,43,F,1.0,63,37613,1,0,Own,15037,8/9/2016,Tuesday,Parking Lot,0,1.0,85,Phone,1,2972.499399,4.0,Medium,19280.40916,red,38871.52514
7667,19275,50,F,1.0,86,39120,1,0,Rent,80022,10/10/2016,Monday,Local,1,0.0,59,Online,0,2160.562448,3.0,Large,15831.02101,other,41919.565630000005
8407,21092,63,F,1.0,95,41421,1,1,Rent,85051,8/29/2015,Saturday,Parking Lot,0,0.0,2,Broker,1,5347.978161,3.0,Large,50270.56994,white,28699.48623
6503,16296,34,M,1.0,84,35252,1,1,Own,15053,9/9/2016,Friday,Parking Lot,0,0.0,59,Phone,1,4477.771132,3.0,Medium,15626.13634,black,15010.397330000002
4250,10709,41,F,1.0,62,37123,1,1,Rent,80022,9/9/2016,Friday,Local,0,0.0,50,Phone,1,7006.68357,5.0,Compact,28585.32298,white,20676.8054
2563,6403,49,M,1.0,93,38924,1,1,Rent,50027,4/8/2015,Wednesday,Local,2,0.0,85,Phone,1,3385.316664,5.0,Large,14319.47466,other,3532.133838
7239,18175,42,M,1.0,64,37373,1,1,Rent,50021,4/14/2016,Thursday,Highway,1,0.0,38,Phone,1,3918.287604,3.0,Medium,21258.42387,red,23217.6138
7230,18155,83,M,1.0,95,44183,1,1,Own,15055,1/25/2016,Monday,Highway,0,0.0,0,Broker,1,7891.191767,6.0,Compact,21626.46014,white,28604.63233
6107,15319,60,M,1.0,68,40960,1,0,Rent,50025,12/28/2016,Wednesday,Local,0,1.0,44,Phone,1,6947.009573,4.0,Large,5913.309397999999,red,20594.43177
10623,26580,43,F,0.0,85,37607,1,1,Own,15054,9/20/2016,Tuesday,Local,1,0.0,77,Phone,1,3987.961709,5.0,Medium,17737.88757,black,11923.12979
4843,12171,50,F,1.0,74,39108,1,1,Own,20101,7/11/2015,Saturday,Parking Lot,0,0.0,66,Broker,1,3096.730163,5.0,Medium,39453.18812,other,34559.69911
11245,28079,32,M,1.0,62,34674,1,0,Rent,85008,5/30/2016,Monday,Local,0,0.0,84,Phone,0,6181.834747999999,7.0,Medium,38963.0066,other,18570.23415
6379,16007,34,F,1.0,54,35256,1,1,Rent,20105,4/25/2016,Monday,Highway,0,0.0,50,Broker,1,9918.084783,3.0,Medium,5318.539611,black,25346.97784
5394,13560,22,M,0.0,62,30927,1,1,Rent,15012,7/29/2016,Friday,Parking Lot,0,0.0,0,Phone,1,4738.424819,4.0,Large,21035.84633,gray,11556.338
932,2361,54,M,1.0,78,39880,1,1,Own,50002,12/29/2015,Tuesday,Local,0,0.0,71,Broker,0,5073.268269,5.0,Large,7849.30467,gray,17998.99237
4949,12414,54,M,0.0,73,39896,0,0,Rent,50050,12/26/2015,Saturday,Local,1,0.0,50,Broker,0,3923.040275,4.0,Compact,29358.37952,other,37051.82098
10891,27239,36,F,1.0,64,35846,1,1,Own,15001,2/21/2015,Saturday,Local,0,0.0,17,Phone,1,3559.039779,5.0,Compact,32021.31467,red,41646.14662
4452,11246,42,F,0.0,86,37360,1,0,Own,15050,11/11/2016,Friday,Local,0,0.0,45,Broker,0,3509.2851630000005,8.0,Compact,16743.931790000002,blue,29045.100260000003
9189,23077,73,M,0.0,76,42910,1,1,Own,20140,7/3/2015,Friday,Highway,1,0.0,52,Broker,0,4728.939792,5.0,Large,8734.529443000001,red,25000.65622
9148,22952,43,M,0.0,85,37610,0,1,Own,20163,11/30/2015,Monday,Highway,1,0.0,95,Phone,0,4129.576597,5.0,Large,34840.989310000004,white,26197.41913
2689,6724,35,M,1.0,88,35537,1,1,Own,15015,9/22/2015,Tuesday,Highway,1,0.0,50,Broker,1,3457.064114,7.0,Compact,8158.970063,white,27119.17172
7034,17646,34,M,0.0,72,35264,0,1,Rent,80027,9/4/2016,Sunday,Local,1,0.0,22,Broker,1,5904.89299,1.0,Compact,50884.34658,white,38482.462230000005
5983,15018,77,F,1.0,66,43448,1,0,Own,15022,6/24/2016,Friday,Local,0,0.0,81,Broker,0,3283.115361,7.0,Medium,22070.76145,blue,11488.52596
10674,26692,55,M,1.0,57,40088,0,1,Own,50042,5/31/2016,Tuesday,Local,1,0.0,65,Broker,0,11712.7731,6.0,Medium,36653.05233,silver,21264.34553
11709,29250,33,F,1.0,81,34949,1,0,Rent,15003,4/11/2015,Saturday,Local,1,1.0,77,Broker,1,3423.144787,5.0,Medium,18843.23213,blue,15463.828619999998
5319,13384,56,F,1.0,65,40279,0,1,Rent,50025,7/23/2015,Thursday,Local,0,0.0,49,Broker,1,4547.193072,6.0,Large,36026.64463,black,11984.92348
4976,12494,44,M,1.0,80,37837,0,0,Own,85022,3/26/2015,Thursday,Local,1,0.0,63,Broker,1,4093.699934,6.0,Large,36031.05455,gray,11097.80885
3922,9909,40,F,1.0,56,36891,1,1,Own,20113,3/5/2016,Saturday,Parking Lot,0,0.0,94,Phone,1,6731.706583,4.0,Medium,34354.90121,red,18431.74215
434,1103,34,M,1.0,78,35261,0,1,Own,80022,4/16/2016,Saturday,Parking Lot,0,0.0,66,Broker,1,6682.744181,5.0,Large,17381.2661,other,34531.33429
9336,23442,40,M,1.0,65,36897,0,1,Rent,80023,4/8/2016,Friday,Highway,1,0.0,50,Phone,0,3052.8368370000003,4.0,Compact,16697.46706,black,16894.927880000003
5064,12738,37,M,1.0,54,36103,1,0,Own,20109,4/24/2015,Friday,Local,0,0.0,77,Broker,1,8732.863845,5.0,Compact,62267.37485,gray,73783.47201
8032,20147,43,F,1.0,87,37603,1,1,Own,80022,7/23/2016,Saturday,Parking Lot,2,0.0,65,Broker,1,7301.704661,2.0,Large,26404.65965,blue,41913.51895
8688,21781,22,F,1.0,78,30905,1,0,Rent,80015,11/23/2015,Monday,Local,0,0.0,38,Online,1,6015.916034000001,6.0,Large,17228.318519999997,black,9992.784681
11270,28154,50,M,1.0,58,39134,0,1,Own,15001,11/25/2016,Friday,Parking Lot,3,0.0,51,Phone,1,7603.497564,5.0,Medium,24109.99784,silver,19687.73126
1853,4623,40,M,0.0,96,36873,1,1,Rent,85078,7/6/2015,Monday,Local,1,0.0,52,Broker,1,5530.091297,5.0,Large,21864.22807,gray,33243.14714
3067,7708,62,M,1.0,68,41284,1,0,Rent,50040,3/6/2016,Sunday,Local,0,1.0,14,Broker,0,2744.442585,2.0,Medium,28902.50162,gray,30600.6884
3571,9025,45,M,1.0,92,38065,1,0,Rent,50023,9/18/2015,Friday,Highway,3,0.0,87,Broker,1,3968.711338,4.0,Medium,22810.54141,other,26184.670980000003
3288,8280,35,F,1.0,86,35554,0,0,Own,50014,8/26/2015,Wednesday,Parking Lot,3,0.0,94,Phone,1,4569.768513,5.0,Medium,41637.89561,blue,20271.40255
3658,9259,31,M,0.0,43,34303,0,1,Rent,20148,5/30/2016,Monday,Local,0,0.0,25,Broker,0,6696.294819,3.0,Large,49134.86257,other,22969.11871
11286,28197,45,M,1.0,88,38066,1,1,Rent,15021,3/23/2015,Monday,Parking Lot,1,0.0,0,Broker,1,2123.506887,11.0,Medium,14866.15365,black,12109.73201
6562,16457,29,F,1.0,59,33666,0,1,Rent,50013,11/19/2016,Saturday,Local,0,0.0,76,Online,1,5840.770323,5.0,Large,17918.86677,white,26050.30057
8083,20277,35,M,1.0,82,35553,1,0,Own,80014,7/14/2015,Tuesday,Local,0,0.0,51,Broker,1,7900.812359,4.0,Large,10562.6566,black,19475.9046
1086,2745,43,F,1.0,79,37611,1,0,Own,15019,1/16/2015,Friday,Highway,0,0.0,38,Broker,1,5051.891421,4.0,Compact,32910.231510000005,red,43842.27301
11767,29386,35,F,1.0,75,35569,0,0,Own,80106,1/24/2016,Sunday,Local,0,0.0,3,Phone,1,7277.378984999999,7.0,Compact,51142.109110000005,black,10432.19791
4380,11053,52,F,1.0,48,39490,1,0,Own,50003,11/20/2015,Friday,Local,2,1.0,64,Phone,1,3750.10619,2.0,Medium,24912.96031,black,18633.440280000003
2305,5768,43,M,1.0,77,37614,1,1,Own,20117,10/24/2015,Saturday,Parking Lot,0,0.0,57,Broker,0,3730.47689,8.0,Large,24001.84071,silver,9642.323442
5824,14638,45,M,1.0,94,38069,1,0,Own,85044,12/10/2015,Thursday,Highway,0,0.0,98,Broker,0,3939.103626,6.0,Large,18719.19804,other,11954.63048
6644,16656,43,M,0.0,66,37627,1,1,Own,15031,3/18/2015,Wednesday,Local,0,0.0,15,Broker,0,8304.240242,2.0,Large,18560.48779,other,16280.70781
8980,22501,23,F,1.0,86,31368,1,1,Rent,15037,12/13/2016,Tuesday,Local,2,0.0,35,Online,1,5869.938759000001,9.0,Medium,19226.16798,silver,15986.53634
4365,11028,37,M,0.0,80,36122,1,0,Rent,80102,2/15/2015,Sunday,Parking Lot,0,1.0,9,Phone,0,7626.160931999999,4.0,Compact,22134.36126,red,15283.46831
2434,6075,36,M,1.0,91,35840,0,0,Own,20107,12/10/2015,Thursday,Local,0,0.0,50,Broker,1,5687.279363000001,6.0,Compact,16516.39721,other,43309.50308
4179,10539,33,F,1.0,83,34976,0,1,Rent,20148,6/8/2015,Monday,Local,0,0.0,85,Broker,1,11405.20996,6.0,Large,25787.56146,gray,32319.77322
2212,5506,66,M,0.0,77,41892,1,0,Own,50038,8/5/2016,Friday,Parking Lot,0,0.0,98,Phone,0,3986.756696,3.0,Large,10585.53645,blue,23418.44869
3168,7994,53,F,1.0,65,39711,1,0,Rent,20101,10/30/2015,Friday,Highway,0,1.0,87,Online,1,2051.0090600000003,5.0,Compact,23112.82497,other,13408.10703
1540,3868,54,F,0.0,46,39890,1,1,Own,50020,8/10/2016,Wednesday,Parking Lot,1,0.0,50,Broker,0,1473.33217,5.0,Compact,10712.74028,blue,16031.29479
521,1314,55,M,0.0,84,40070,0,1,Own,80010,11/6/2015,Friday,Parking Lot,1,0.0,94,Broker,0,5241.532236,2.0,Large,6741.941894,other,30807.67291
4195,10572,44,F,1.0,86,37837,1,0,Rent,50038,3/14/2016,Monday,Local,0,0.0,50,Broker,0,3620.471716,5.0,Compact,14423.06969,gray,10907.29727
5148,12943,42,M,0.0,91,37367,1,0,Rent,20109,2/6/2015,Friday,Parking Lot,0,0.0,68,Phone,0,4556.312046,2.0,Compact,11235.62311,gray,15108.71476
8129,20393,56,M,0.0,92,40250,0,1,Own,80041,4/26/2015,Sunday,Parking Lot,0,0.0,92,Broker,0,3379.12341,7.0,Compact,14256.79574,gray,21095.90017
9044,22656,47,F,1.0,23,38509,1,1,Rent,80022,7/31/2016,Sunday,Highway,1,0.0,60,Broker,1,12230.91096,3.0,Large,15963.79161,red,41319.94933
2379,5953,41,M,0.0,88,37144,1,1,Own,15015,3/20/2016,Sunday,Local,0,1.0,79,Phone,0,7026.692269,6.0,Medium,33449.67782,other,35121.24985
1666,4143,41,M,0.0,90,37146,0,1,Own,50051,4/21/2015,Tuesday,Local,0,1.0,98,Broker,0,3190.446476,4.0,Large,17876.07949,silver,26474.8451
9954,24945,22,F,1.0,46,30903,0,1,Rent,80102,1/15/2015,Thursday,Highway,0,0.0,45,Broker,1,4708.469329,3.0,Large,41254.0046,other,6685.332584000001
4835,12153,40,F,1.0,80,36896,1,0,Own,85043,1/2/2016,Saturday,Highway,0,0.0,90,Broker,1,5382.970527,2.0,Large,13556.08923,white,18556.92746
5037,12656,59,M,1.0,89,40765,0,1,Rent,50056,10/9/2015,Friday,Local,0,0.0,35,Phone,0,3514.551707,6.0,Large,14927.84847,blue,19080.57579
405,1033,59,F,1.0,75,40778,1,1,Rent,20106,3/13/2016,Sunday,Parking Lot,0,0.0,95,Broker,0,7826.220526999999,7.0,Medium,49853.0028,silver,30069.54855
6146,15423,51,F,0.0,92,39326,1,0,Own,50011,3/8/2015,Sunday,Local,0,0.0,50,Broker,1,11143.15815,9.0,Compact,17799.71119,other,37132.65839
1516,3817,47,F,1.0,77,38504,0,1,Own,80005,11/12/2015,Thursday,Local,3,1.0,100,Online,1,5718.358164,5.0,Medium,34467.69037,other,13554.7072
1590,3974,33,F,1.0,87,34959,1,1,Own,80030,7/9/2016,Saturday,Parking Lot,0,0.0,60,Phone,1,6970.738299,6.0,Medium,20333.33511,other,21110.6896
6738,16870,53,M,0.0,43,39715,1,0,Own,20131,8/25/2015,Tuesday,Parking Lot,0,0.0,93,Phone,1,5745.856166,11.0,Medium,9719.362799,white,12160.78035
11818,29538,37,F,0.0,76,36085,1,0,Rent,80034,5/7/2015,Thursday,Parking Lot,0,0.0,84,Phone,0,4565.92987,4.0,Medium,40080.30833,blue,17205.48069
2308,5776,36,F,0.0,68,35835,1,0,Own,80041,6/25/2015,Thursday,Highway,0,0.0,22,Broker,0,2962.479964,1.0,Large,12673.66134,silver,14533.39786
3670,9278,45,F,1.0,75,38082,1,0,Rent,20120,5/27/2016,Friday,Local,0,1.0,96,Broker,0,2910.280899,6.0,Compact,11200.41841,red,10235.00443
11630,29062,57,M,1.0,85,40415,0,1,Own,50028,7/20/2016,Wednesday,Highway,1,0.0,1,Broker,0,3787.686968,3.0,Medium,13488.218530000002,black,22552.5755
92,247,31,F,0.0,94,34337,1,1,Own,85077,3/9/2016,Wednesday,Local,1,0.0,94,Phone,1,5270.906542000001,4.0,Medium,21003.68362,gray,22015.10594
4273,10777,34,F,0.0,66,35271,1,1,Rent,50052,4/21/2016,Thursday,Parking Lot,0,0.0,98,Broker,1,6755.812678,5.0,Medium,8349.789268,other,11036.82453
9222,23150,33,F,0.0,82,34955,1,0,Rent,85027,2/13/2016,Saturday,Local,0,1.0,95,Broker,1,9513.029573,5.0,Compact,19885.89565,black,10701.0886
7772,19507,36,M,1.0,83,35827,1,1,Own,80016,8/9/2015,Sunday,Local,1,0.0,11,Broker,1,3254.387857,7.0,Large,27036.99323,red,38349.07213
11726,29284,52,M,1.0,56,39512,1,1,Own,20101,3/16/2015,Monday,Parking Lot,0,0.0,50,Phone,1,6100.013872,6.0,Compact,17488.17942,blue,38762.85338
4605,11603,54,M,0.0,68,39895,1,1,Rent,20158,5/7/2016,Saturday,Highway,0,1.0,76,Phone,1,4680.887925999999,2.0,Large,10694.69621,white,37805.00996
10892,27241,50,M,1.0,79,39128,1,1,Rent,50008,8/19/2015,Wednesday,Parking Lot,1,0.0,70,Phone,1,3184.613419,3.0,Medium,18870.89038,white,14192.82214
7156,17937,67,M,0.0,88,42054,0,1,Own,80002,9/1/2015,Tuesday,Parking Lot,0,1.0,94,Phone,0,2099.50669,4.0,Medium,25534.6967,silver,24304.864530000003
4753,11951,26,F,1.0,88,32585,1,1,Rent,15010,5/9/2015,Saturday,Local,0,0.0,94,Online,0,3654.022844,7.0,Medium,14356.087130000002,red,14814.255319999998
6675,16719,38,M,1.0,87,36369,1,1,Own,50010,8/15/2016,Monday,Highway,0,0.0,96,Broker,0,3741.41635,2.0,Compact,23597.16952,red,26734.44801
8486,21267,41,F,1.0,69,37146,0,1,Rent,85074,11/6/2015,Friday,Local,0,0.0,45,Phone,0,6147.791725,5.0,Medium,17690.9461,black,8082.301124
10360,25935,40,M,1.0,73,36889,1,1,Own,20140,11/19/2015,Thursday,Local,2,0.0,7,Phone,1,4398.859154,2.0,Large,17083.65699,blue,10192.28669
11597,28979,54,M,1.0,81,39910,1,0,Rent,80004,5/21/2016,Saturday,Highway,0,1.0,51,Broker,1,6384.302852000001,4.0,Medium,23831.47674,white,56763.88973
3205,8061,48,M,1.0,73,38722,0,1,Own,20136,3/4/2016,Friday,Local,0,0.0,0,Phone,1,5017.921463000001,4.0,Medium,21665.03727,silver,44955.28982
514,1303,34,M,0.0,66,35270,1,0,Rent,85067,8/30/2015,Sunday,Highway,0,1.0,7,Broker,1,2134.715767,5.0,Compact,14714.214080000002,other,15578.790530000002
11868,29672,51,M,1.0,67,39337,0,0,Rent,15010,10/6/2015,Tuesday,Parking Lot,0,0.0,36,Broker,0,5527.639004,5.0,Medium,25511.12395,red,25634.41395
8337,20910,29,F,0.0,38,33686,0,1,Rent,80044,10/20/2016,Thursday,Local,0,1.0,99,Online,0,1846.903566,3.0,Compact,27667.18481,other,14190.21182
7726,19396,52,M,0.0,77,39524,1,1,Own,20151,8/18/2016,Thursday,Local,1,0.0,99,Phone,1,6264.449345,1.0,Medium,25479.59005,white,27312.67397
5333,13421,36,M,1.0,85,35820,0,0,Own,85067,7/23/2015,Thursday,Highway,0,0.0,1,Phone,1,4862.012251,3.0,Compact,31770.42038,red,35304.4135
9913,24837,42,M,0.0,63,37369,1,0,Own,50022,6/26/2016,Sunday,Highway,0,0.0,99,Online,1,3126.945666,7.0,Large,21689.272780000003,blue,26168.03892
6317,15844,41,F,0.0,73,37155,1,1,Own,80016,3/29/2016,Tuesday,Parking Lot,0,0.0,29,Broker,1,5074.926778,5.0,Compact,20687.43176,blue,29698.15517
5334,13423,43,M,1.0,74,37615,1,1,Rent,50008,8/2/2016,Tuesday,Local,0,0.0,1,Phone,0,4566.497365,6.0,Large,23221.43966,silver,35752.438930000004
5116,12861,46,F,0.0,65,38307,0,1,Rent,20142,6/12/2016,Sunday,Local,0,1.0,22,Broker,0,4988.715389,5.0,Large,23397.64658,white,24528.4618
4597,11574,47,M,1.0,82,38502,0,1,Own,20104,5/22/2015,Friday,Parking Lot,1,0.0,98,Phone,1,7357.275779,2.0,Large,43554.20414,other,25941.37189
11215,27979,26,F,0.0,95,32569,0,1,Rent,20116,6/29/2015,Monday,Local,2,0.0,3,Online,1,4466.723626,5.0,Large,44236.88719,white,13369.29888
10836,27102,64,M,1.0,65,41597,1,1,Rent,85074,5/9/2015,Saturday,Highway,0,1.0,7,Phone,1,3507.837923,3.0,Compact,35038.59481,silver,9599.833999
10240,25631,33,M,0.0,79,34946,1,1,Own,50042,2/19/2015,Thursday,Local,0,1.0,40,Phone,1,3511.9297490000004,6.0,Compact,20696.20601,silver,38183.28455
1458,3662,34,M,1.0,69,35279,1,1,Rent,15001,12/7/2016,Wednesday,Highway,0,0.0,93,Phone,0,1035.813708,5.0,Compact,30312.54592,other,19812.57005
3730,9422,49,M,1.0,57,38900,1,0,Rent,20131,1/11/2016,Monday,Local,0,0.0,54,Broker,0,7145.769273000001,5.0,Large,22527.28157,other,19935.34298
5426,13650,37,F,1.0,89,36124,1,0,Own,85004,10/25/2016,Tuesday,Parking Lot,1,0.0,94,Phone,1,2160.4253280000003,7.0,Compact,12298.92267,white,32562.15753
6541,16402,47,F,0.0,79,38505,1,1,Rent,50058,2/21/2015,Saturday,Local,0,1.0,80,Broker,0,2639.563199,5.0,Large,23124.1672,black,16337.02289
4840,12160,45,F,0.0,74,38068,1,0,Own,85053,12/18/2015,Friday,Highway,1,1.0,0,Phone,0,7347.031959,6.0,Large,24235.07351,gray,24853.73328
9821,24624,47,F,1.0,70,38502,1,1,Rent,20151,8/2/2015,Sunday,Local,0,0.0,45,Broker,0,2043.972488,5.0,Medium,15058.20188,other,45034.00412
6914,17340,45,F,0.0,82,38069,0,1,Rent,80005,10/3/2015,Saturday,Local,0,0.0,48,Broker,0,7476.094184999999,7.0,Compact,35684.71945,other,44717.69899
4378,11050,45,M,1.0,65,38058,0,0,Rent,20148,9/2/2015,Wednesday,Highway,0,1.0,1,Broker,1,4933.691198,6.0,Large,12686.83401,white,10610.07673
1662,4134,58,M,1.0,74,40606,0,1,Own,15022,5/23/2016,Monday,Parking Lot,0,0.0,96,Broker,1,6023.819318,4.0,Compact,35616.58571,white,10800.99157
4796,12056,20,F,0.0,90,29948,1,0,Rent,50054,4/16/2016,Saturday,Parking Lot,1,0.0,28,Phone,0,6483.745235,4.0,Compact,28159.97933,silver,26882.63969
5649,14216,53,M,1.0,86,39683,1,1,Own,20163,12/4/2015,Friday,Parking Lot,5,0.0,9,Phone,1,7075.626537,6.0,Large,16643.34221,red,19204.81902
8281,20789,54,F,1.0,66,39873,1,0,Rent,50054,3/18/2015,Wednesday,Local,0,0.0,11,Broker,1,4206.070087,9.0,Large,17003.359419999997,white,34479.14148
4977,12495,37,M,0.0,80,36119,1,1,Own,80107,5/25/2016,Wednesday,Highway,0,0.0,26,Broker,1,4551.884284000001,6.0,Large,15078.82179,gray,54059.640770000005
620,1588,35,F,1.0,45,35556,1,1,Rent,15055,8/18/2015,Tuesday,Parking Lot,2,0.0,67,Broker,1,2171.945392,5.0,Compact,33692.010480000004,silver,22253.38869
5338,13428,30,F,0.0,69,34011,0,1,Rent,15046,12/14/2016,Wednesday,Parking Lot,0,0.0,46,Broker,0,6132.625868,7.0,Large,39424.11845,black,19949.870280000003
9521,23858,27,F,0.0,73,32950,1,0,Rent,85019,4/11/2015,Saturday,Local,3,0.0,50,Online,1,2014.083319,5.0,Compact,33814.45581,black,29579.68197
7529,18901,51,F,1.0,34,39329,1,1,Own,85060,10/10/2015,Saturday,Local,0,0.0,98,Broker,1,3807.175597,5.0,Medium,13189.71393,gray,5933.745323
1295,3255,46,M,1.0,91,38298,1,0,Own,50002,6/2/2015,Tuesday,Parking Lot,0,1.0,16,Broker,0,3674.61782,4.0,Large,17181.961730000003,black,33900.12854
1605,4016,47,F,1.0,54,38503,1,0,Own,85071,3/31/2015,Tuesday,Highway,0,0.0,49,Broker,1,5777.809231,6.0,Medium,52474.53123,black,36471.51634
2205,5492,64,F,1.0,46,41606,1,0,Rent,50032,5/25/2015,Monday,Parking Lot,1,0.0,11,Broker,0,5133.572477000001,5.0,Compact,28962.2869,white,13701.084819999998
8704,21812,46,F,0.0,96,38279,1,1,Own,85028,3/25/2015,Wednesday,Local,0,0.0,27,Broker,0,6219.915437,8.0,Large,12083.89016,red,18967.02436
11777,29411,22,F,0.0,84,30890,0,0,Rent,85077,11/17/2016,Thursday,Local,0,0.0,34,Online,0,4600.255784,6.0,Medium,12904.06153,red,17674.793859999998
6632,16636,49,F,1.0,85,38917,0,0,Own,80042,1/24/2016,Sunday,Local,1,0.0,68,Phone,1,8937.437145,5.0,Medium,21450.00575,other,34516.45037
10666,26671,67,M,1.0,63,42031,1,1,Own,20109,2/17/2015,Tuesday,Local,0,0.0,89,Broker,1,6608.703767,6.0,Compact,12028.96642,white,6933.467245999999
5511,13858,26,M,0.0,88,32572,1,0,Rent,80022,9/14/2015,Monday,Local,0,0.0,94,Phone,0,4289.295259,4.0,Large,25744.59497,black,32804.21091
